City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,port sudan,19.6175,37.2164,31.09,63,0,2.91,SD,1685033936
364,casteljaloux,44.3176,0.0861,19.95,44,92,1.89,FR,1685033936
365,kambar,27.5868,68.001,38.38,12,19,3.13,PK,1685033937
366,kapit,2.0167,112.9333,24.46,86,100,0.3,MY,1685033937
367,behbahan,30.5959,50.2417,33.66,22,95,4.02,IR,1685033937
368,federacion,-31.0062,-57.8996,25.94,53,0,6.67,AR,1685033938
369,puerto cabezas,14.0351,-83.3888,30.98,79,40,3.09,NI,1685033938
370,sao felix do xingu,-6.6447,-51.995,31.67,52,43,2.99,BR,1685033938
371,juan griego,11.0817,-63.9655,31.07,70,100,6.69,VE,1685033939
372,loiza,18.4313,-65.8802,33.16,66,10,5.48,PR,1685033939
373,masuguru,-11.3667,38.4167,24.51,52,34,0.81,TZ,1685033939
374,ghat,24.9647,10.1728,34.52,10,97,4.93,LY,1685033940
375,hwange,-18.3693,26.5019,22.7,33,0,1.61,ZW,1685033940
376,nuuk,64.1835,-51.7216,2.71,74,89,4.02,GL,1685033940
377,rouissat,31.9243,5.3502,31.04,16,0,4.12,DZ,1685033941
378,lamu,-2.2717,40.902,26.33,78,12,4.93,KE,1685033941
379,sisimiut,66.9395,-53.6735,0.58,85,48,3.32,GL,1685033941
380,idri,27.5,13.2667,33.06,10,97,4.51,LY,1685033942
381,nova sintra,14.8667,-24.7167,20.79,83,64,8.5,CV,1685033942
382,tabou,4.423,-7.3528,27.2,85,100,3.6,CI,1685033942
383,kaiyuan,23.6977,103.3037,20.25,76,16,2.33,CN,1685033943
384,ibiapina,-3.9233,-40.8894,25.0,59,100,2.58,BR,1685033943
385,launceston,-41.45,147.1667,6.0,84,7,4.12,AU,1685033943
386,port douglas,-16.4833,145.4667,21.91,85,98,4.16,AU,1685033943
387,valvedditturai,9.8167,80.1667,28.98,82,32,9.37,LK,1685033944
388,salamanca,40.8333,-6.0,25.0,25,77,4.82,ES,1685033944
389,salinas,36.6777,-121.6555,13.79,84,89,0.89,US,1685033944
390,homer,59.6425,-151.5483,6.0,93,100,1.34,US,1685033945
391,ust'-kut,56.7938,105.7672,0.59,96,53,1.23,RU,1685033945
392,madara,11.7798,10.4479,39.62,18,64,0.9,NG,1685033945
393,kodiak,57.79,-152.4072,5.73,81,20,1.54,US,1685033946
394,tolanaro,-25.0319,46.9987,18.04,94,75,3.6,MG,1685033725
395,kavieng,-2.5744,150.7967,27.45,79,100,4.41,PG,1685033946
396,xichang,27.8964,102.2634,20.41,68,62,0.98,CN,1685033947
397,aral,40.5156,81.2636,17.0,41,84,3.27,CN,1685033947
398,anloga,5.7947,0.8973,28.69,75,84,4.92,GH,1685033947
399,mandalgovi,45.7625,106.2708,7.91,40,98,3.69,MN,1685033948
400,bijar,35.8668,47.6051,15.86,52,100,4.31,IR,1685033786
401,itoman,26.1247,127.6694,24.01,73,54,4.12,JP,1685033948
402,naliya,23.2667,68.8333,28.42,84,11,9.33,IN,1685033948
403,vega de alatorre,20.0333,-96.6333,28.41,73,93,2.91,MX,1685033949
404,prien,30.1819,-93.2738,27.99,63,40,5.66,US,1685033949
405,lodja,-3.4833,23.4333,24.18,80,97,0.88,CD,1685033949
406,nakasongola,1.3089,32.4564,19.68,93,81,2.01,UG,1685033950
407,kharkhorin,47.1975,102.8238,4.3,41,60,1.27,MN,1685033950
408,galle,6.0367,80.217,28.09,82,25,5.47,LK,1685033817
409,bam,29.106,58.357,29.17,26,97,9.07,IR,1685033951
410,plastun,44.7561,136.2939,10.89,81,99,2.31,RU,1685033951
411,sinah,36.809,43.0389,26.59,31,2,1.61,IQ,1685033931
412,kiunga,-6.1219,141.2906,22.02,100,100,0.86,PG,1685033952
413,skeldon,5.8833,-57.1333,28.51,82,93,2.63,GY,1685033952
414,kununurra,-15.7667,128.7333,13.99,72,5,1.54,AU,1685033952
415,portland,45.5234,-122.6762,21.08,64,0,1.79,US,1685033711
416,sievi,63.9,24.5,10.55,49,68,5.11,FI,1685033953
417,leshan,29.5623,103.7639,20.64,79,100,0.88,CN,1685033953
418,poncitlan,20.3667,-102.9167,29.16,35,90,1.11,MX,1685033953
419,rehoboth,-23.3167,17.0833,15.87,25,0,4.41,NA,1685033954
420,monrovia,6.3005,-10.7969,29.87,79,95,2.59,LR,1685033954
421,aykhal,66.0,111.5,-2.17,93,95,2.27,RU,1685033954
422,verkhnevilyuysk,63.4453,120.3167,1.69,75,51,2.1,RU,1685033955
423,midvagur,62.0511,-7.1939,8.46,87,100,12.86,FO,1685033955
424,hotan,37.0997,79.9269,19.8,39,93,6.59,CN,1685033955
425,nar'yan-mar,67.6713,53.087,18.94,69,93,8.66,RU,1685033956
426,ballina,-28.8667,153.5667,12.1,84,60,4.02,AU,1685033956
427,ulanhot,46.0833,122.0833,14.23,67,68,5.64,CN,1685033956
428,mazara del vallo,37.6641,12.588,21.07,80,100,4.24,IT,1685033957
429,debre werk',10.6667,38.1667,17.64,55,93,2.32,ET,1685033957
430,phang nga,8.4509,98.5298,29.02,91,47,1.54,TH,1685033957
431,westport,41.1415,-73.3579,19.13,49,5,3.58,US,1685033958
432,chyorny yar,48.0624,46.1091,23.95,49,80,3.23,RU,1685033958
433,mingshui,36.7167,117.5,18.14,61,97,3.15,CN,1685033958
434,tofol,5.3248,163.0078,27.73,77,98,3.94,FM,1685033959
435,tionk essil,12.7856,-16.5217,37.03,31,99,5.28,SN,1685033959
436,voskresenskoye,56.8381,45.4317,20.71,78,30,3.56,RU,1685033960
437,usinsk,65.9939,57.5281,21.39,47,97,7.76,RU,1685033960
438,kenai,60.5544,-151.2583,6.75,96,100,2.51,US,1685033960
439,sharm el-sheikh,27.8518,34.305,33.08,29,0,3.6,EG,1685033896
440,novodvinsk,64.4165,40.8122,17.44,61,85,4.22,RU,1685033829
441,koh kong,11.6175,102.9806,27.13,83,100,0.92,KH,1685033961
442,newnham,-41.3833,147.1333,5.73,85,6,4.12,AU,1685033961
443,maloye ganyushkino,46.6,49.2667,26.7,35,35,8.17,KZ,1685033962
444,whakatane,-37.9585,176.9854,7.65,99,9,2.04,NZ,1685033962
445,borzya,50.3833,116.5167,7.45,28,48,8.36,RU,1685033962
446,alpine,32.835,-116.7664,15.75,72,51,0.45,US,1685033963
447,hermoso campo,-27.6082,-61.3444,30.53,53,63,7.37,AR,1685033963
448,chegdomyn,51.1167,133.0167,13.43,91,100,2.14,RU,1685033963
449,kingscliff,-28.2667,153.5667,12.07,87,31,1.03,AU,1685033964
450,san juan,-31.5375,-68.5364,22.08,45,0,2.79,AR,1685033813
451,jiuquan,39.7432,98.5174,15.71,19,82,3.51,CN,1685033964
452,la foa,-21.7108,165.8276,18.08,69,1,1.57,NC,1685033964
453,arteche,12.2645,125.4048,25.99,88,100,2.28,PH,1685033965
454,oamaru,-45.0784,170.9801,10.98,73,97,4.44,NZ,1685033965
455,barcelos,41.5388,-8.6151,27.73,48,44,5.06,PT,1685033965
456,belyy yar,53.6039,91.3903,9.94,40,0,4.0,RU,1685033966
457,arawa,-6.2132,155.5367,25.34,84,100,1.16,PG,1685033967
458,axim,4.8699,-2.2405,27.99,76,91,3.5,GH,1685033967
459,chunskiy,56.0815,99.6342,4.55,74,99,2.61,RU,1685033967
460,dinguiraye,11.3,-10.7167,20.92,96,90,2.58,GN,1685033792
461,fuglafjordur,62.244,-6.814,8.26,81,39,11.72,FO,1685033968
462,saint-felicien,48.6501,-72.4491,13.28,32,20,3.09,CA,1685033968
463,zhezqazghan,47.7833,67.7667,20.44,32,5,3.13,KZ,1685033968
464,sucua,-2.4667,-78.1667,22.41,94,40,4.63,EC,1685033969
465,sarmiento,-45.5882,-69.07,9.79,41,6,13.91,AR,1685033969
466,mafinga,-7.25,35.0667,24.08,46,18,4.16,TZ,1685033969
467,malmberget,67.1753,20.6549,8.31,31,20,8.23,SE,1685033970
468,boksitogorsk,59.474,33.8485,15.89,58,65,1.66,RU,1685033970
469,darwin,-12.4611,130.8418,21.99,83,40,2.06,AU,1685033970
470,cooma,-36.2333,149.1333,6.68,81,77,2.69,AU,1685033971
471,hualien city,23.9769,121.6044,25.49,90,72,1.65,TW,1685033971
472,bardai,11.65,7.2333,33.48,29,73,1.3,NG,1685033971
473,chuka,-0.3332,37.6459,19.06,74,87,0.96,KE,1685033972
474,spring,30.0799,-95.4172,29.45,65,13,1.79,US,1685033972
475,muroto-misakicho,33.2833,134.15,19.13,75,23,1.94,JP,1685033973
476,juankoski,63.0667,28.35,14.03,46,70,3.95,FI,1685033929
477,kargasok,59.0556,80.8572,8.37,47,6,3.18,RU,1685033973
478,souillac,-20.5167,57.5167,23.29,84,100,5.13,MU,1685033973
479,aflou,34.1128,2.1023,18.73,35,5,5.82,DZ,1685033974
480,nagato,34.3833,131.2,18.03,82,94,7.98,JP,1685033974
481,sarangani,5.4033,125.4636,26.63,83,100,4.89,PH,1685033975
482,miches,18.9836,-69.0476,31.11,55,16,3.26,DO,1685033975
483,manaure,11.7751,-72.4445,30.4,65,77,3.32,CO,1685033975
484,mercedes,-34.6515,-59.4307,20.44,92,100,4.94,AR,1685033975
485,dauphin,51.1494,-100.0502,27.08,39,0,7.2,CA,1685033976
486,shenjiamen,29.9576,122.298,18.65,96,88,4.87,CN,1685033976
487,mejit,10.2753,170.8646,27.71,79,100,8.18,MH,1685033976
488,birzebbuga,35.8258,14.5269,20.08,82,20,8.23,MT,1685033910
489,los llanos de aridane,28.6585,-17.9182,19.86,76,75,2.68,ES,1685033868
490,edmundston,47.3737,-68.3251,6.18,84,100,4.63,CA,1685033977
491,lae,-6.7221,146.9847,23.91,91,100,1.7,PG,1685033978
492,turkmenbasy,40.0222,52.9552,34.43,14,0,4.0,TM,1685033973
493,kapa'a,22.0752,-159.319,23.39,81,39,1.79,US,1685033978
494,shadrinsk,56.0852,63.6335,17.43,63,62,1.8,RU,1685033962
495,shingu,33.7333,135.9833,18.37,86,100,3.23,JP,1685033979
496,cambridge,43.3601,-80.3127,15.69,44,0,4.63,CA,1685033980
497,labasa,-16.4167,179.3833,22.78,93,100,3.57,FJ,1685033980
498,carloforte,39.145,8.3058,19.13,77,74,3.86,IT,1685033980
499,porto novo,6.4965,2.6036,30.9,72,92,3.64,BJ,1685033981
500,puerto armuelles,8.2833,-82.8667,30.99,93,100,1.27,PA,1685033981
501,bandar labuan,5.2888,115.2692,26.2,83,20,0.0,MY,1685033981
502,kamennogorsk,60.9545,29.1339,11.36,85,96,3.17,RU,1685033982
503,nantucket,41.2835,-70.0995,14.52,84,96,10.42,US,1685033982
504,egilsstadir,65.2653,-14.3948,9.95,46,75,1.03,IS,1685033982
505,hermiston,45.8404,-119.2895,22.35,46,12,0.89,US,1685033983
506,vangaindrano,-23.35,47.6,19.51,84,73,1.57,MG,1685033983
507,illizi,26.4833,8.4667,34.89,8,79,8.17,DZ,1685033983
508,mariental,-24.6333,17.9667,16.84,24,0,5.21,NA,1685033983
509,byron bay,-28.65,153.6167,12.06,87,46,5.2,AU,1685033788
510,broken hill,-31.95,141.4333,8.5,77,71,8.71,AU,1685033984
511,inhambane,-23.865,35.3833,23.99,69,20,4.12,MZ,1685033699
512,prado,-17.3411,-39.2208,25.97,70,5,5.37,BR,1685033985
513,nsanje,-16.92,35.262,24.73,51,49,2.18,MW,1685033985
514,cambria,35.5641,-121.0808,19.2,82,41,1.79,US,1685033986
515,jashpurnagar,22.9,84.15,26.5,42,12,3.78,IN,1685033986
516,carauari,-4.8828,-66.8958,28.77,77,96,1.65,BR,1685033986
517,gumdag,39.2061,54.5906,34.32,13,52,10.94,TM,1685033986
518,saint-mandrier-sur-mer,43.078,5.929,22.51,76,0,4.12,FR,1685033987
519,susner,23.95,76.0833,28.35,48,16,4.08,IN,1685033987
520,muli,2.9167,73.5667,28.68,71,55,2.9,MV,1685033987
521,hami,42.8,93.45,23.22,18,74,7.4,CN,1685033988
522,moapa valley,36.5805,-114.4703,30.37,18,69,6.0,US,1685033988
523,howrah,22.5892,88.3103,24.0,94,100,5.14,IN,1685033988
524,las heras,-46.5419,-68.9359,8.13,30,1,15.15,AR,1685033989
525,ta`u,-14.2336,-169.5144,27.52,71,45,4.8,AS,1685033989
526,ishige,36.1167,139.9667,20.47,71,49,2.62,JP,1685033989
527,nuku'alofa,-21.1333,-175.2,22.19,83,75,2.06,TO,1685033717
528,phan rang-thap cham,11.5667,108.9833,26.01,88,100,1.08,VN,1685033990
529,cannonvale,-20.2833,148.7,20.66,84,61,4.7,AU,1685033990
530,kiama,-34.6833,150.8667,16.67,57,95,0.89,AU,1685033991
531,cill airne,52.05,-9.5167,19.03,72,75,4.12,IE,1685033991
532,zharkent,44.1628,80.0,17.71,31,22,2.29,KZ,1685033991
533,agat village,13.3886,144.6585,27.42,91,100,8.57,GU,1685033992
534,bandarbeyla,9.4942,50.8122,28.33,79,32,9.4,SO,1685033693
535,umm qasr,30.0405,47.9168,36.93,30,59,5.65,IQ,1685033992
536,pangody,65.85,74.4859,8.9,57,22,4.87,RU,1685033993
537,gorontalo,0.5412,123.0595,24.28,95,98,1.19,ID,1685033993
538,mirabad,30.4362,61.8383,33.06,12,94,7.24,AF,1685033993
539,mocimboa,-11.3167,40.35,24.26,75,4,3.94,MZ,1685033994
540,kassala,15.451,36.4,38.73,12,4,4.68,SD,1685033994
541,labrador city,52.9463,-66.9114,7.95,46,20,4.12,CA,1685033994
542,greymouth,-42.4667,171.2,11.79,89,99,2.23,NZ,1685033995
543,embarcacion,-23.209,-64.096,31.23,66,89,2.45,AR,1685033995
544,la passe,45.5549,-0.8967,21.13,64,42,8.18,FR,1685033995
545,saint albans,51.75,-0.3333,19.01,63,40,3.6,GB,1685033995
546,crane,31.3974,-102.3501,23.17,70,98,9.18,US,1685033996
547,obuase,6.206,-1.6619,26.04,81,87,1.33,GH,1685033996
548,leander,30.5788,-97.8531,27.3,74,100,2.24,US,1685033996
549,baiti,13.745,-14.7482,40.52,17,98,0.91,SN,1685033997
550,shenkursk,62.1091,42.896,16.63,91,100,3.13,RU,1685033997
551,dalaba,10.7,-12.25,23.71,76,100,1.9,GN,1685033997
552,elk city,35.412,-99.4043,20.12,100,100,5.14,US,1685033998
553,ola,59.5833,151.2833,1.75,97,100,1.26,RU,1685033998
554,mogocha,53.7333,119.7667,5.9,92,100,1.65,RU,1685033998
555,xinpu,34.5997,119.1594,17.62,88,79,2.37,CN,1685033999
556,kapuskasing,49.4169,-82.4331,12.05,43,20,2.06,CA,1685033999
557,barra de santo antonio,-9.4047,-35.5072,29.6,77,12,5.13,BR,1685033999
558,zyrya,40.3661,50.2917,22.05,74,99,5.23,AZ,1685034000
559,ceres,37.5949,-120.9577,19.99,50,0,1.51,US,1685034001
560,loreto,22.2667,-101.9667,25.25,19,95,2.49,MX,1685034002
561,balkanabat,39.5108,54.3671,34.29,14,48,10.86,TM,1685034004
562,yemva,62.59,50.8594,20.46,69,59,4.17,RU,1685034008
563,princeville,45.7668,-61.2985,7.51,95,100,7.2,CA,1685034009
564,suncho corral,-27.9336,-63.4294,29.04,46,43,5.07,AR,1685034012
565,kenora,49.8167,-94.4337,20.76,32,74,5.51,CA,1685034012
566,ketchikan,55.3422,-131.6461,15.46,67,81,1.27,US,1685034013
567,ataq,14.5377,46.8319,26.05,57,62,5.95,YE,1685034013
568,mount pleasant,32.7941,-79.8626,26.66,60,75,4.63,US,1685034014
569,port augusta,-32.5,137.7667,10.94,63,38,5.09,AU,1685034014
570,chivacoa,10.1603,-68.895,27.06,84,92,2.44,VE,1685034015
571,benisheikh,11.8072,12.4909,38.14,24,89,4.02,NG,1685034015
572,touros,-5.1989,-35.4608,29.02,70,34,6.75,BR,1685034016
573,jerez de garcia salinas,22.65,-103.0,26.33,17,89,2.23,MX,1685034016
574,ancud,-41.8697,-73.8203,9.0,90,100,5.13,CL,1685034016
575,tazacorte,28.629,-17.9293,21.54,76,75,2.68,ES,1685034017
576,narvik,68.4384,17.4272,4.67,94,100,5.9,NO,1685034017
